nome,titulo,faixa_etaria,budget_total,expectativa_alcance,canal_marketing,roi,cpc,numero_conversoes
Campanha_3028,Filme_7458,16,131115.74,14003,LinkedIn,50539.17,3.47,2143
Campanha_2146,Filme_6036,12,72119.12,13480,YouTube,41450.9,3.03,872
Campanha_133,Filme_3448,14,50868.88,7045,Twitter,60802.94,2.21,626
Campanha_7605,Filme_8464,12,49076.78,7708,Facebook,15258.31,2.93,162
Campanha_8635,Filme_2731,10,44230.77,7519,Google Ads,34513.24,3.97,274
Campanha_7916,Filme_7082,12,26458.38,5404,Google Ads,12032.56,3.72,997
Campanha_7539,Filme_9877,14,81246.08,15516,Google Ads,46890.1,2.41,850
Campanha_5173,Filme_9655,18,46423.43,7296,Facebook,19522.7,2.03,969
Campanha_5675,Filme_4774,10,22405.26,4536,Facebook,25314.46,2.66,895
Campanha_1840,Filme_7359,0,191703.39,22645,LinkedIn,90859.55,4.62,970
Campanha_9692,Filme_7078,14,195831.13,17310,LinkedIn,60828.22,5.69,2264
Campanha_4501,Filme_7042,16,49307.62,9775,Facebook,16593.63,2.77,1097
Campanha_4082,Filme_7277,0,93081.48,12059,Instagram,81565.66,2.55,2020
Campanha_4418,Filme_6306,12,47292.17,7188,Facebook,26421.05,2.35,460
Campanha_9978,Filme_840,12,73563.95,9351,Twitter,119435.92,1.73,140
Campanha_3876,Filme_4525,16,34192.48,3636,LinkedIn,19369.7,3.81,208
Campanha_5640,Filme_1533,12,59047.75,11238,Google Ads,37092.67,2.6,2002
Campanha_6776,Filme_1770,10,35529.37,4836,Twitter,13977.03,1.63,210
Campanha_9385,Filme_4909,12,39473.3,6582,Google Ads,23901.74,4.4,1024
Campanha_5453,Filme_5003,16,144607.89,35526,YouTube,66558.53,2.93,7104
Campanha_9244,Filme_7879,14,28554.45,3025,LinkedIn,6398.07,4.6,589
Campanha_2800,Filme_5811,14,47183.34,5965,Instagram,20370.59,2.0,931
Campanha_3994,Filme_8779,16,135890.89,13662,LinkedIn,82324.72,4.86,1881
Campanha_5063,Filme_9814,16,27385.91,4577,Instagram,24687.84,1.65,388
Campanha_2023,Filme_2517,18,16589.79,2175,Twitter,20976.2,1.46,211
Campanha_6766,Filme_7929,16,22697.92,3035,Twitter,15947.52,1.63,247
Campanha_4667,Filme_94,0,54321.77,6962,Twitter,66212.47,1.79,347
Campanha_3467,Filme_8865,12,92393.33,14775,Facebook,83751.66,3.24,854
Campanha_6403,Filme_9534,14,75392.3,13471,Instagram,57597.52,2.5,1679
Campanha_9595,Filme_9126,0,60375.02,6251,LinkedIn,36140.67,5.79,590
Campanha_962,Filme_6410,18,60749.24,10703,Instagram,26372.84,2.4,1605
Campanha_3734,Filme_1238,12,49319.95,8239,Instagram,36408.1,2.62,744
Campanha_1859,Filme_6013,16,118949.88,22540,YouTube,49198.97,4.86,3842
Campanha_3278,Filme_8711,12,155893.17,17103,LinkedIn,77139.72,4.41,468
Campanha_715,Filme_2142,10,146330.2,29882,Google Ads,135982.91,2.94,956
Campanha_607,Filme_9988,16,10453.95,1268,Twitter,6918.21,2.24,147
Campanha_8427,Filme_9407,14,33123.91,6032,YouTube,10724.34,4.59,848
Campanha_2622,Filme_1559,0,141815.97,27149,YouTube,61645.02,4.04,4364
Campanha_1317,Filme_2532,12,95082.39,19465,Facebook,105237.76,3.26,3444
Campanha_5477,Filme_8771,14,98523.74,14454,Instagram,93900.63,2.3,2520
Campanha_2401,Filme_3836,14,92098.2,23840,YouTube,39330.22,2.97,4353
Campanha_6179,Filme_1889,0,140398.71,27965,YouTube,80188.26,5.22,1503
Campanha_8437,Filme_1157,10,38345.88,4978,Twitter,48299.37,1.74,157
Campanha_7942,Filme_8362,10,33433.82,4683,Twitter,44011.57,2.13,383
Campanha_2385,Filme_293,12,59779.78,7597,Twitter,52618.38,1.7,611
Campanha_1711,Filme_8090,12,80653.69,18329,Google Ads,40468.89,3.12,2045
Campanha_5649,Filme_1221,10,90320.51,15408,Google Ads,41840.65,4.15,861
Campanha_3228,Filme_3822,0,65310.3,6365,Twitter,40649.42,1.37,856
Campanha_9905,Filme_8214,10,101837.51,11943,LinkedIn,31344.91,5.07,2323
Campanha_7721,Filme_9832,16,47727.27,5355,LinkedIn,18930.06,3.71,561
Campanha_8570,Filme_9662,0,66960.32,12033,Facebook,20299.67,2.85,387
Campanha_5199,Filme_2267,16,60485.94,11135,Facebook,66115.84,3.13,1733
Campanha_5223,Filme_2551,12,121544.27,11568,LinkedIn,71766.45,5.11,1436
Campanha_8528,Filme_8957,0,107055.16,9819,LinkedIn,75644.67,3.59,720
Campanha_9262,Filme_1905,0,120245.36,12884,LinkedIn,83708.72,5.86,1270
Campanha_926,Filme_7490,18,86143.81,16814,Facebook,94835.19,2.91,1183
Campanha_4281,Filme_147,0,165019.61,43372,YouTube,98400.29,3.64,1360
Campanha_1523,Filme_4580,16,79170.23,8909,LinkedIn,15177.16,4.23,137
Campanha_1437,Filme_9663,16,32156.83,3294,LinkedIn,11514.36,3.89,567
Campanha_6505,Filme_9933,18,24198.52,4488,YouTube,4538.6,3.0,69
Campanha_4301,Filme_5034,10,108980.7,21095,Facebook,123049.94,2.49,2461
Campanha_2304,Filme_5191,10,55775.19,5994,LinkedIn,41271.38,4.77,62
Campanha_2750,Filme_807,12,77279.84,12517,Instagram,46576.09,2.27,1261
Campanha_8083,Filme_8371,14,127336.68,24336,YouTube,92948.3,3.18,4710
Campanha_4935,Filme_2813,12,168766.38,41890,YouTube,69088.75,3.65,8350
Campanha_7191,Filme_9561,18,95333.75,11664,Instagram,36126.9,2.68,1854
Campanha_2954,Filme_6021,14,62489.75,7193,Twitter,32400.9,2.02,185
Campanha_2007,Filme_3153,10,77684.85,6983,LinkedIn,48541.9,4.3,436
Campanha_7585,Filme_2827,10,63841.89,16339,YouTube,26840.56,3.67,2914
Campanha_8032,Filme_5792,0,23049.42,2366,Twitter,9507.45,1.67,381
Campanha_1750,Filme_3389,10,80276.69,16129,Google Ads,48358.28,3.29,2397
Campanha_2437,Filme_9839,14,74206.01,15259,Facebook,50815.09,2.2,912
Campanha_2806,Filme_3653,18,42990.51,5705,Instagram,46087.43,1.74,1026
Campanha_6556,Filme_1208,10,50233.53,8160,Instagram,13902.28,1.93,313
Campanha_3326,Filme_5242,18,42308.1,5091,Twitter,35357.53,1.34,763
Campanha_6141,Filme_8896,14,60445.94,9183,Instagram,26699.37,2.66,1172
Campanha_3195,Filme_8845,16,25180.51,3406,Twitter,38023.15,1.76,318
Campanha_6313,Filme_7526,0,67300.05,8328,Twitter,62592.51,1.68,472
Campanha_1254,Filme_8282,12,62163.96,10267,Facebook,52062.02,3.6,1190
Campanha_6099,Filme_650,14,24941.39,2920,Twitter,16024.23,1.37,461
Campanha_4978,Filme_2239,0,40467.02,4766,Twitter,49001.33,2.24,698
Campanha_9194,Filme_9158,12,12951.0,1896,Instagram,9719.0,1.81,250
Campanha_2290,Filme_6977,10,144325.27,30249,Google Ads,104349.04,2.62,2448
Campanha_29,Filme_8690,0,36700.84,7443,YouTube,16837.42,3.21,240
Campanha_6991,Filme_8437,10,156240.63,15211,LinkedIn,99895.11,3.34,2259
Campanha_9590,Filme_9385,16,138581.47,31134,Google Ads,63529.95,3.94,2217
Campanha_7974,Filme_9817,16,28316.46,4940,Facebook,11628.48,3.7,91
Campanha_1966,Filme_7816,12,155599.77,17880,LinkedIn,42726.63,4.68,663
Campanha_2805,Filme_3277,18,53663.14,10951,YouTube,42930.91,4.74,304
Campanha_1073,Filme_4317,16,90110.69,13726,Facebook,35627.95,2.59,1594
Campanha_8696,Filme_1775,10,73038.13,14646,YouTube,51207.87,3.57,1386
Campanha_2085,Filme_4942,14,71823.04,8450,Twitter,33296.98,1.69,1485
Campanha_8909,Filme_3859,12,51592.97,8470,Facebook,26937.39,2.03,617
Campanha_4384,Filme_8228,12,63835.17,12763,Facebook,53396.34,2.53,810
Campanha_2874,Filme_5575,12,15475.65,2928,Google Ads,11449.41,3.75,283
Campanha_1495,Filme_1311,16,38091.09,5015,Instagram,12088.68,1.98,502
Campanha_4944,Filme_1739,0,31707.78,3536,LinkedIn,12824.93,3.62,548
Campanha_8227,Filme_7074,12,165376.8,41765,YouTube,111840.8,4.4,2539
Campanha_1715,Filme_7975,0,79247.06,13047,Instagram,64564.77,2.55,2533
Campanha_7939,Filme_6214,18,31713.98,3252,Twitter,54408.1,1.95,644
Campanha_8384,Filme_5993,18,77510.26,11087,Instagram,111838.06,1.86,2079
Campanha_5416,Filme_4438,18,46096.55,8896,Facebook,53571.46,2.12,1047
Campanha_6796,Filme_2568,0,62576.92,10702,Instagram,82604.99,2.24,1917
Campanha_235,Filme_8728,18,40199.9,5750,Instagram,53552.65,2.4,189
Campanha_6473,Filme_1557,16,64048.0,12479,YouTube,18667.73,3.47,1098
Campanha_3465,Filme_2054,10,58827.71,8256,Twitter,67174.01,1.44,203
Campanha_5627,Filme_2719,10,154383.7,34821,YouTube,34712.67,3.99,529
Campanha_5769,Filme_594,18,69352.01,13942,Google Ads,29813.37,3.28,399
Campanha_4065,Filme_7985,18,23841.11,2747,Twitter,24878.43,1.81,455
Campanha_8492,Filme_804,10,83506.86,16993,Google Ads,56381.74,2.52,1768
Campanha_4986,Filme_1736,10,106103.53,16909,Facebook,24889.57,3.52,1088
Campanha_323,Filme_9310,18,67167.59,8399,Twitter,112844.01,1.41,1582
Campanha_8737,Filme_9517,10,16284.96,2214,Twitter,7215.74,2.1,309
Campanha_1778,Filme_8313,12,41698.89,9433,Google Ads,37117.57,4.2,850
Campanha_4669,Filme_3486,10,107535.67,16027,Facebook,55118.52,2.79,1779
Campanha_3476,Filme_2209,0,36358.69,6385,Facebook,36221.31,3.13,291
Campanha_1152,Filme_5038,0,178743.11,17000,LinkedIn,106708.7,5.27,3152
Campanha_6577,Filme_6652,12,98610.14,22123,YouTube,48308.59,4.57,1219
Campanha_5815,Filme_7301,0,109111.63,12268,LinkedIn,51784.35,3.59,865
Campanha_6251,Filme_2511,14,178807.83,16251,LinkedIn,128229.21,3.22,196
Campanha_8917,Filme_3521,0,118676.66,10005,LinkedIn,38846.57,4.52,598
Campanha_7420,Filme_3895,18,146868.53,30105,Google Ads,129486.56,4.38,1956
Campanha_7433,Filme_2482,16,60086.01,12376,Facebook,31706.16,3.19,649
Campanha_7193,Filme_8807,16,113209.67,17130,Facebook,71318.04,2.04,2993
Campanha_2476,Filme_8702,10,82912.86,13747,Instagram,51191.23,2.01,2516
Campanha_8659,Filme_3640,16,146510.93,13187,LinkedIn,79764.52,4.95,892
Campanha_3232,Filme_4329,14,158186.97,33214,YouTube,80571.64,4.99,2552
Campanha_9400,Filme_9605,18,120632.41,20969,Facebook,56963.21,2.31,3497
Campanha_5526,Filme_723,14,51821.28,4491,LinkedIn,37763.4,3.28,587
Campanha_6280,Filme_6094,14,37091.26,6047,Facebook,20951.15,3.61,293
Campanha_6312,Filme_1198,14,75700.44,6551,LinkedIn,38170.38,3.32,413
Campanha_1182,Filme_8070,18,90243.38,18139,Google Ads,32003.84,4.27,222
Campanha_9587,Filme_1860,14,54913.15,6222,Twitter,70905.08,2.17,978
Campanha_2799,Filme_5952,18,32194.65,3260,LinkedIn,20395.16,4.85,573
Campanha_7288,Filme_5377,16,54032.18,11906,Google Ads,13982.72,2.68,1994
Campanha_3961,Filme_5887,14,134195.18,15994,LinkedIn,38851.34,3.73,350
Campanha_9484,Filme_1153,10,26954.42,5622,Facebook,28302.9,3.25,160
Campanha_4528,Filme_3460,0,82948.26,10409,Instagram,70994.03,2.83,1326
Campanha_6105,Filme_5849,0,87417.4,19821,Google Ads,48587.06,4.16,850
Campanha_3001,Filme_2059,16,61783.52,9050,Instagram,67029.13,1.83,1660
Campanha_3781,Filme_1251,14,155197.97,28444,YouTube,91112.63,3.4,3261
Campanha_5725,Filme_3567,0,177196.82,14999,LinkedIn,24063.6,3.78,770
Campanha_3373,Filme_9117,14,28311.57,3086,Twitter,18350.82,1.7,258
Campanha_3119,Filme_41,10,99695.33,19255,Google Ads,73030.13,4.47,988
Campanha_4945,Filme_4287,18,52119.7,6610,Instagram,59926.67,2.72,537
Campanha_81,Filme_6960,12,98271.54,15231,Instagram,54299.71,2.86,2521
Campanha_4080,Filme_2434,14,107977.55,20657,Facebook,37699.64,3.0,2835
Campanha_8549,Filme_6942,18,179826.56,17273,LinkedIn,97948.25,5.53,2061
Campanha_6093,Filme_5470,10,64500.51,7794,Twitter,117893.39,1.97,900
Campanha_1602,Filme_114,16,113050.92,24927,Google Ads,67664.28,3.32,4235
Campanha_8282,Filme_6473,16,51609.71,13037,YouTube,36374.18,3.84,2292
Campanha_8363,Filme_272,16,48872.14,8035,Google Ads,15896.24,3.45,1039
Campanha_4382,Filme_9338,16,80174.53,12015,Instagram,20423.42,2.97,2283
Campanha_6552,Filme_9859,0,82189.96,15990,Facebook,84812.71,2.98,731
Campanha_179,Filme_8952,16,158881.95,17671,LinkedIn,24196.84,5.94,539
Campanha_573,Filme_6064,16,62522.43,11378,Google Ads,24477.52,4.15,1973
Campanha_5046,Filme_8478,14,70028.62,7287,Twitter,82546.47,1.23,142
Campanha_2023,Filme_8788,14,60936.34,7453,Twitter,29460.79,1.38,919
Campanha_1615,Filme_5136,0,95036.63,11115,LinkedIn,50829.68,4.95,983
Campanha_201,Filme_9242,18,165404.64,18986,LinkedIn,87603.64,4.45,963
Campanha_4649,Filme_4520,14,112080.67,21946,Google Ads,29109.55,3.05,998
Campanha_4805,Filme_1125,18,159292.42,16310,LinkedIn,29849.06,4.09,923
Campanha_5081,Filme_2548,18,69399.18,12407,Google Ads,30858.36,3.98,1899
Campanha_2740,Filme_3032,12,54222.99,5920,Twitter,107132.13,1.78,766
Campanha_9046,Filme_617,14,101795.52,18488,YouTube,16406.31,5.02,3091
Campanha_2788,Filme_3869,0,99030.28,11342,LinkedIn,29245.99,5.78,481
Campanha_9653,Filme_5771,12,174024.19,32011,YouTube,95600.62,4.28,4004
Campanha_9573,Filme_1843,10,54322.58,5331,Twitter,98162.7,1.85,669
Campanha_334,Filme_8021,12,67293.62,7663,Twitter,115618.04,2.23,772
Campanha_7815,Filme_9490,18,26978.36,3174,Twitter,44542.89,2.07,110
Campanha_9169,Filme_9695,10,81992.95,12012,Facebook,35573.37,3.59,485
Campanha_3830,Filme_168,16,39992.81,4577,Twitter,62009.02,1.74,789
Campanha_8759,Filme_75,0,85969.93,12138,Instagram,76032.33,2.05,1906
Campanha_5875,Filme_5480,18,45341.66,10797,Google Ads,13500.14,3.28,1183
Campanha_983,Filme_9744,16,127879.76,23889,Google Ads,22558.19,2.52,425
Campanha_1190,Filme_6245,18,136528.26,31526,Google Ads,44740.4,3.64,2084
Campanha_1057,Filme_3443,14,92656.83,8252,LinkedIn,62684.23,5.66,1140
Campanha_1056,Filme_9823,0,43137.54,7603,Instagram,48608.25,1.84,720
Campanha_851,Filme_1967,12,30855.37,5619,Facebook,31333.7,3.41,746
Campanha_8301,Filme_381,12,19272.65,3247,Facebook,7641.93,2.82,473
Campanha_8170,Filme_3156,12,73200.32,10918,Instagram,88307.58,1.98,497
Campanha_9836,Filme_6646,0,148478.23,24834,Google Ads,135076.83,2.95,4546
Campanha_4209,Filme_7761,18,139997.72,29371,Google Ads,74484.36,3.91,2330
Campanha_8956,Filme_3827,0,49089.99,11590,Google Ads,44169.28,3.55,2200
Campanha_2383,Filme_355,0,174530.75,20674,LinkedIn,115959.56,5.72,1188
Campanha_5141,Filme_4069,10,37061.23,6184,Facebook,18665.96,2.15,170
Campanha_2099,Filme_2754,18,128490.48,32444,YouTube,90507.7,4.25,625
Campanha_755,Filme_7376,16,52225.57,5208,Twitter,37895.81,1.47,913
Campanha_2454,Filme_7167,14,89096.54,11015,Instagram,58708.6,2.57,1540
Campanha_238,Filme_1470,10,22574.78,2666,Twitter,10830.03,1.3,338
Campanha_2799,Filme_7460,18,151721.89,33445,YouTube,71860.32,4.93,1804
Campanha_3749,Filme_3053,14,27300.64,4407,Facebook,21811.04,3.01,610
Campanha_3467,Filme_8007,16,55541.77,9337,Instagram,57359.38,1.8,1337
Campanha_1725,Filme_3339,18,146392.57,26973,Google Ads,119956.91,4.34,4792
Campanha_8367,Filme_6663,16,68347.36,15310,Google Ads,47813.38,3.26,776
Campanha_8983,Filme_620,10,53586.79,7357,Twitter,106316.38,1.87,894
Campanha_6439,Filme_3551,12,62665.63,8885,Instagram,58175.93,2.92,1611
Campanha_655,Filme_1472,14,26011.55,6217,YouTube,19129.24,3.53,1114
Campanha_8967,Filme_2531,18,68585.84,8800,Twitter,116329.56,1.49,1238
Campanha_8932,Filme_1607,0,26113.34,5441,Google Ads,16001.4,3.67,381
Campanha_4091,Filme_9895,18,74255.53,15664,Google Ads,55820.21,3.4,1860
Campanha_331,Filme_5706,10,76670.1,14392,Facebook,64523.24,2.26,585
Campanha_3032,Filme_945,10,32495.14,3601,Twitter,18096.03,2.15,125
Campanha_6175,Filme_3870,0,69062.14,7348,LinkedIn,51564.53,5.38,1451
Campanha_5461,Filme_613,12,65828.18,10878,Facebook,66090.83,3.61,530
Campanha_1581,Filme_9058,16,37986.06,6511,Facebook,22288.3,3.02,672
Campanha_3456,Filme_9596,18,165884.5,15458,LinkedIn,117456.87,3.69,1981
Campanha_7192,Filme_4880,14,73470.51,12465,Facebook,17885.35,2.93,1526
Campanha_6886,Filme_8253,16,41192.37,7902,Google Ads,20292.72,4.15,1253
Campanha_7691,Filme_6125,12,83356.91,10996,Instagram,22985.15,1.63,2021
Campanha_3088,Filme_3208,16,121039.69,19585,Facebook,122974.84,3.11,620
Campanha_75,Filme_6692,16,37586.58,3940,Twitter,40673.17,1.72,770
Campanha_8306,Filme_5621,16,149645.46,37803,YouTube,25341.22,4.7,7378
Campanha_5002,Filme_328,14,34698.57,3437,LinkedIn,9847.28,5.65,533
Campanha_3784,Filme_3326,10,119059.15,17271,Facebook,115058.47,3.08,2328
Campanha_6381,Filme_3208,14,56890.69,7006,Twitter,75611.62,1.45,1159
Campanha_9427,Filme_7460,16,38056.8,8000,Facebook,10624.02,2.1,1312
Campanha_9332,Filme_3627,12,20034.28,2744,Twitter,7477.77,1.29,364
Campanha_8116,Filme_4636,16,41433.84,10814,YouTube,8717.48,3.45,1139
Campanha_3125,Filme_5959,12,60031.15,5981,Twitter,89725.71,1.65,800
Campanha_2995,Filme_1917,14,60206.72,5949,LinkedIn,38122.33,3.93,1064
Campanha_5544,Filme_7842,16,117486.58,25717,Google Ads,65974.39,3.25,3715
Campanha_2869,Filme_7416,10,199227.87,16129,LinkedIn,29226.73,4.76,2664
Campanha_1973,Filme_7079,0,123196.13,21020,Facebook,126907.55,2.73,3106
Campanha_8806,Filme_4237,12,101890.45,10109,LinkedIn,49598.45,3.79,1502
Campanha_8747,Filme_6682,0,89993.07,21358,YouTube,53854.12,3.06,3745
Campanha_2114,Filme_3046,10,125421.83,26391,Google Ads,56846.45,3.38,4137
Campanha_7668,Filme_3177,12,35525.56,7352,Google Ads,31697.19,3.1,109
Campanha_5261,Filme_5663,10,31575.9,4717,Instagram,23248.79,2.17,528
Campanha_6769,Filme_428,12,72426.01,10805,Instagram,77368.26,2.03,1598
Campanha_9362,Filme_2055,10,105919.93,10967,LinkedIn,65431.66,3.36,804
Campanha_3111,Filme_1515,16,74096.47,13830,Google Ads,26938.56,3.46,2507
Campanha_5517,Filme_8810,10,36816.62,7112,Facebook,36070.37,3.11,176
Campanha_3104,Filme_7714,12,107651.7,23320,Google Ads,75043.88,3.98,1407
Campanha_2938,Filme_6517,14,82804.75,12161,Facebook,62492.33,3.37,2059
Campanha_2523,Filme_7372,10,109728.87,10114,LinkedIn,74951.2,5.19,1995
Campanha_4327,Filme_2708,0,13032.2,1987,Facebook,12118.94,3.3,110
Campanha_1680,Filme_1050,12,16553.59,2159,Instagram,5103.21,2.15,286
Campanha_5060,Filme_8866,18,24536.52,5650,YouTube,11435.63,3.56,86
Campanha_8067,Filme_8199,12,24937.82,3092,Twitter,27668.3,1.21,588
Campanha_6443,Filme_5616,10,49069.65,8128,Instagram,52675.43,1.71,94
Campanha_187,Filme_2353,14,51042.92,9237,YouTube,26861.56,2.85,440
Campanha_59,Filme_9476,12,90301.81,12483,Instagram,73638.66,2.68,133
Campanha_3268,Filme_3078,14,74970.52,9694,Instagram,99638.78,2.62,1797
Campanha_3421,Filme_8009,0,39992.23,7794,Facebook,27227.34,3.12,1125
Campanha_1204,Filme_5240,14,44051.17,8954,Google Ads,12494.78,2.79,1774
Campanha_5517,Filme_5658,10,48734.21,7495,Facebook,19622.29,2.88,227
Campanha_3637,Filme_4388,14,177132.71,16280,LinkedIn,110986.34,5.88,1741
Campanha_3408,Filme_9636,12,95789.84,13343,Instagram,99413.27,2.27,1722
Campanha_5588,Filme_6580,12,76622.97,13816,YouTube,25911.52,4.57,1453
Campanha_831,Filme_2444,0,58025.45,10299,Instagram,49688.3,1.74,1925
Campanha_6749,Filme_6790,16,84238.77,7994,LinkedIn,54582.52,5.18,687
Campanha_5214,Filme_5962,0,154900.06,31817,YouTube,79872.0,5.08,1104
Campanha_9396,Filme_4221,10,39359.79,7157,Facebook,10786.14,3.23,938
Campanha_7508,Filme_7700,12,114806.94,22240,YouTube,77780.9,4.81,1727
Campanha_130,Filme_9779,16,96913.08,16965,Facebook,33736.11,3.12,698
Campanha_4172,Filme_2757,12,54283.39,6467,Twitter,29841.98,2.16,766
Campanha_852,Filme_335,12,82352.28,12513,Instagram,44269.87,1.99,1665
Campanha_1619,Filme_8977,16,96749.63,18418,YouTube,38090.48,4.63,1681
Campanha_3973,Filme_4611,12,13717.64,2386,Facebook,12959.06,2.17,107
Campanha_5723,Filme_4215,10,49104.01,6036,Instagram,18079.04,2.15,157
Campanha_7968,Filme_5661,16,20614.37,4508,Google Ads,13261.47,3.81,327
Campanha_2338,Filme_4728,0,105346.08,21036,YouTube,33824.44,3.39,2102
Campanha_7746,Filme_8107,10,151544.49,16401,LinkedIn,112007.04,3.64,1074
Campanha_4376,Filme_4313,0,62452.4,8921,Twitter,95981.31,1.52,1319
Campanha_9441,Filme_6199,18,41893.13,7095,Instagram,19822.76,1.84,1003
Campanha_7160,Filme_5937,12,15985.18,3051,Google Ads,7052.69,4.14,163
Campanha_4671,Filme_8488,18,124164.62,12140,LinkedIn,89637.06,4.77,420
Campanha_6634,Filme_5061,18,101842.4,16273,Facebook,108431.32,2.47,1886
Campanha_6049,Filme_5092,10,80696.08,14533,YouTube,21476.65,4.38,235
Campanha_6993,Filme_8020,10,150529.64,16133,LinkedIn,107741.21,4.97,2677
Campanha_4390,Filme_3355,16,35532.15,8417,YouTube,26250.4,3.37,959
Campanha_9220,Filme_8050,10,139031.47,23288,Google Ads,112542.51,2.65,2611
Campanha_9027,Filme_4576,14,80829.19,16909,Google Ads,53021.49,3.2,1178
Campanha_9096,Filme_4113,16,132950.32,23559,Google Ads,91344.39,3.01,4530
Campanha_8123,Filme_2800,14,58414.22,5470,LinkedIn,34133.96,5.61,673
Campanha_5661,Filme_3552,16,53684.93,6227,LinkedIn,23754.33,5.06,956
Campanha_1408,Filme_2590,18,16688.28,2653,Facebook,9063.39,3.72,263
Campanha_3682,Filme_5202,10,43208.09,8232,Facebook,40106.3,2.74,292
Campanha_717,Filme_9897,12,98739.32,11706,LinkedIn,44008.01,4.56,2019
Campanha_3638,Filme_6066,0,49566.86,10622,Google Ads,47114.27,3.55,1175
Campanha_9984,Filme_1605,12,16726.89,1784,Twitter,32340.62,2.05,202
Campanha_6967,Filme_7928,18,174874.29,34775,YouTube,54853.1,2.95,825
Campanha_3763,Filme_3698,12,23462.87,2870,Instagram,20944.09,2.82,535
Campanha_7843,Filme_1236,12,41889.21,8561,Facebook,26769.78,2.33,776
Campanha_9142,Filme_3738,10,75121.23,17664,Google Ads,42071.31,4.41,2943
Campanha_9658,Filme_3395,16,93804.12,18217,YouTube,56729.06,5.0,1075
Campanha_9464,Filme_4576,10,112345.68,11023,LinkedIn,81676.27,4.98,2079
Campanha_9460,Filme_1172,0,43687.37,5757,Instagram,43815.26,2.32,156
Campanha_9580,Filme_2547,18,145691.34,29248,YouTube,112331.12,4.86,4293
Campanha_9027,Filme_962,0,123760.13,26190,Google Ads,101230.08,2.69,2655
Campanha_2928,Filme_1494,12,115771.85,27280,Google Ads,50475.67,4.23,3545
Campanha_6274,Filme_6689,10,40447.81,8695,Facebook,21777.08,3.18,1100
Campanha_8740,Filme_5201,14,29298.93,5972,YouTube,9476.24,3.46,862
Campanha_542,Filme_5052,16,54650.1,7437,Twitter,81242.69,1.35,927
Campanha_2598,Filme_2571,16,157205.68,41166,YouTube,66790.9,4.33,6112
Campanha_9122,Filme_1185,16,20019.8,1946,Twitter,20856.68,1.67,208
Campanha_3849,Filme_5679,18,40847.2,7123,Instagram,26432.98,2.64,1338
Campanha_7701,Filme_3589,16,82029.95,14332,Instagram,21813.66,1.71,1559
Campanha_894,Filme_79,16,36266.63,3647,LinkedIn,23714.99,3.74,598
Campanha_8346,Filme_3066,10,30480.94,5176,Facebook,17626.54,2.18,283
Campanha_2876,Filme_3652,10,89112.72,19600,Google Ads,24422.3,4.39,1417
Campanha_6890,Filme_7739,16,40199.65,3977,Twitter,44212.57,1.9,456
Campanha_1333,Filme_3119,14,72415.96,6188,LinkedIn,13576.48,4.41,670
Campanha_3131,Filme_6614,18,111630.3,18665,Facebook,133097.68,3.36,1775
Campanha_6157,Filme_9004,18,83394.15,15891,Facebook,28316.24,3.56,1516
Campanha_6660,Filme_9098,10,34097.56,5733,Google Ads,29958.44,3.29,206
Campanha_8852,Filme_7552,12,95667.85,19968,Facebook,66059.75,2.69,1024
Campanha_9319,Filme_497,0,81779.1,13703,Facebook,72821.05,3.34,1494
Campanha_3590,Filme_1886,18,46644.95,4654,Twitter,34382.87,1.56,927
Campanha_1299,Filme_354,18,92295.64,21963,Google Ads,52789.36,3.26,3830
Campanha_4399,Filme_7808,14,80530.17,19731,YouTube,24246.73,4.03,2621
Campanha_4734,Filme_5441,0,147527.77,13557,LinkedIn,89393.48,3.21,260
Campanha_4497,Filme_9588,14,53198.37,10294,Facebook,60471.37,3.17,1895
Campanha_1993,Filme_5523,12,141183.85,29510,Google Ads,36372.91,3.21,5613
Campanha_6460,Filme_249,16,30972.56,3186,Twitter,30378.55,1.23,633
Campanha_6901,Filme_2110,16,90406.91,21307,YouTube,73824.02,4.51,2649
Campanha_8533,Filme_1305,10,25277.83,5327,Facebook,10060.46,3.54,489
Campanha_9947,Filme_2060,16,34335.51,7171,YouTube,20114.11,4.19,1130
Campanha_1355,Filme_1614,14,59905.78,8583,Instagram,87964.23,1.72,425
Campanha_6033,Filme_841,18,148339.76,37177,YouTube,28706.5,3.64,7138
Campanha_5005,Filme_3693,0,97916.58,14937,Instagram,131651.15,2.2,1153
Campanha_697,Filme_3661,10,129962.57,13345,LinkedIn,32245.95,4.4,1650
Campanha_230,Filme_4610,12,31690.36,4539,Instagram,27574.38,1.76,699
Campanha_5653,Filme_6341,12,17287.33,1671,Twitter,30076.58,1.97,161
Campanha_2859,Filme_6135,10,68701.47,10240,Facebook,27308.52,3.58,1449
Campanha_3139,Filme_1850,12,76602.4,15509,Google Ads,67265.08,3.77,2866
Campanha_9498,Filme_580,0,66298.58,6699,LinkedIn,20707.58,3.92,433
Campanha_9172,Filme_9456,18,39051.25,5383,Instagram,14327.53,1.98,254
Campanha_918,Filme_9086,18,38774.04,6710,Google Ads,36898.03,4.1,150
Campanha_8407,Filme_5905,10,82741.52,16007,YouTube,62014.97,3.99,1179
Campanha_4145,Filme_1437,0,140563.49,12952,LinkedIn,86236.91,5.72,1491
Campanha_5319,Filme_746,18,28536.56,6097,Facebook,7518.55,2.92,623
